"title","idshop","price","detail","berat","gambar","category"
"Kulkas Polytron Portable PRH-47W-putih/Pengiriman Gojek","2546142","1389000"," Door Single Door Net Capacity Liter 50 Liter Voltage Input 220v 50hz Power Input Watt 50 Watt Dimension Product mm 444 x 485 x 495 mm Product Weight Kg 17 5 Kg Refrigerant R 134a Photocatalytic Deodorizer Yes Humidity Control Crisper Yes Jumbo freezer compartment Mini Freezer Rust Proof Yes Category Hotel Refrigerator Capacity 50L 100L Series Metal Series Handle Type Non Handle Color White ","6","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_9d08ed3e-8918-4852-93c8-ac192b4fa387_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Portable Gea Mini Bar RS-06DR/Pengiriman GoJek","2546142","1229000"," Spec Berat Asli 24kg Pintu bs dibalik Pintu bisa dibalik Kaki bisa diatur Pintu bs dikunci Rak pintu utk botol 2L Volume 46Liter Daya Listrik 82 WattDetail GEA Mini Kulkas Mini Bar lebih dari sekedar lemari es biasa lemari esini menghadirkan kemewahan dan keindahan karya seni yang memadukan kecanggihan teknologi dan kualitas Ukurannya praktis sekaligus memberikan kemudahan ekstra dengan kualitas teknologi di dalamnya Dengan Pintu terbuat dari stainless dan bisa dibalik sangat cocok digunakan dan sesuai kebutuhan anda serta pintu yang dilengkapi dengan kunci sehingga aman ","6","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_d0908d65-78c3-4422-aca5-36a883d4c6c7_700_622.jpg","Kulkas & Cooler Box "
"Freezer Es Panasonic 6 Rak NR-S16G","2546142","2689000"," Spesifikasi D esain elegan Kapasitas 155 liter Daya 130 Watt Dilengkapi dengan teknologi doubel rotation compressorPanasonic NR S16G Freezer 6 Rak hadir dengan desain stylish dan disertai beragam keunggulan yang akan mempermudah hidup Anda Teknologi doubel rotation compressor membuat lemari es panasonic cool series lebih tahan terhadap tegangan listrik yang tidak stabil sehingga awet handal dan semakin cool Keselerasan design dan teknologi yang sempurna lemari es panasonic cool series dengan running ratio 50 hanya membutuhkan listrik 12 jam saja untuk pemakaian 24 jam sehingga lebih hemat ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_2285c045-4637-46b8-a365-33809013a824_700_700.jpg","Kulkas & Cooler Box "
"Freezer Es 4 Rak Aqua Sanyo AQF-S4","2546142","2389000"," DETAIL Kaps 4 rak Dimensi WxDxH 545x635x1035 PCM Body antikarat Top Table dapat di taruh vas bunga dan gelas Temperature control Manual Cabinet Temp 0c ambient temp 35c 20 Caster Tidak Ada Garansi resmi 7 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_0e66214c-4e88-4851-a6d6-075ed3a8a1aa_700_700.jpg","Kulkas & Cooler Box "
"Freezer Es 6 Rak Aqua Sanyo AQF-S6","2546142","2789000"," Barang baru dan bergaransi resmi Capacity 6 rakDimensions WxDxH 55 x 64 x 120 cmNet Weight 43 kg Refrigerant R 134AKey Lock Tidak AdaTemperature control ManualVoltage 220 VGaransi Kompresor 7 tahunBody Anti KaratTop Table dapat menyimpan vas bunga gelas ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_133ccd45-8fb6-4e51-af94-e241a3e89091_557_564.jpg","Kulkas & Cooler Box "
"Freezer Es 6 Rak LG inverter GN-INV304SL-","2546142","3039000"," DETAIL Freezer 6 Rak Smart Inverter Low watt Pintu Stainless Anti Bakteri Mechanical Controller Bioshield Direct Cooling Garansi Resmi kompressor 10 Tahun Cocok utk Buat Es batu penyimpanan daging ASI Nugget Dll ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_dfc25ff0-7f00-44ba-88d3-4c46ef03264a_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Sanken SK-V231A-CB-231Ltr-Frozen-Hemat Listrik30%","2546142","2599000"," Deskripsi Produk Sanken SK V231A CB Kulkas 2 Pintu 231 Liter Sanken SK V231 ACB Refrigerator merupakan lemari es yang memiliki teknologi dinding HD yang tebal dan padat dilengkapi dengan karet pintu berkualitas menjadikan Lemari Es Sanken meraih skor rata rata Running Ratio 36Artinya lemari es Sanken lebih cepat dinginnya suhu dan kesegaran makanan lebih stabil dan terjaga kompressor bekerja lebih singkat dan paling hemat energi Fitur 4D Air Flow Super Hemat A Cool Lock Freezer Dinding HD LED Light Meat Pan No Frost PVC Gasket ROHS Spacius Crisper Kapasitas 230Liter Spesifikasi Produk Brand Sanken Tipe Kulkas 2 Pintu Kapasitas Total 231 Liter Kapasitas Penyimpanan 210 Liter Kapasitas Freezer 21 Liter Konsumsi Daya 100 Watt Warna Golden Glow Dimensi Produk 45 x 60 x 180 Berat 30 Kelengkapan Paket Unit Buku Panduan Kartu GaransiLain lain Garansi Garansi 1 Tahun Sparepart 3 Tahun Kompresor ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_fba0ce72-ff11-4337-bb10-b295e3633417_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Sanken SK-G185WR/BK-180Ltr-Lowwat-Glassdoor-Newmodel","2546142","1879000"," Spesifikasi Varian Model G185H BKWarna Pintu Hitam Merah PutihPintu Kaca Temperred Glass YesPintu PCM P VCM V Pegangan Pintu YesDinding HD High Density YesCooling System Direct CoolingTegangan Frekuensi 220 240V 50HzMasukan Daya 80 WMasukan Daya Lampu LED 0 75 WKapasitas Total 170L 180LKapasitas Freezer 26LKapasitas Kulkas 144L 154LBerat 32 33 KgDimensi L x W x H cm 55 x 55 x 121 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_b60d196a-b4b2-4bab-bb68-d48e5fe33cc7_700_606.jpg","Kulkas & Cooler Box "
"Kulkas Sanken SK-G256H-WH-250Ltr-GlassDoor-Loowwat-Handle","2546142","3379000"," Sanken Lemari Es Frozen Series kini hadir melengkapi kebutuhan rumah Anda dengan Diamond Tempered Glass Memperkenalkan desain kaca yang kokoh bermotif Butterfly Hummingbird dan Flower memberikan nuansa mewah elegan dan modern mempercantik ruang dapur Anda Kami menyebutnya Si Cantik yang Dingin Teknologi Dinding HD yang tebal dan padat dilengkapi dengan karet pintu berkualitas menjadikan Lemari Es Sanken meraih skor rata rata Running Ratio 36 Artinya lemari es Sanken lebih cepat dinginnya suhu dan kesegaran makanan lebih stabil dan terjaga kompressor bekerja lebih singkat dan paling hemat energi Tersedia dengan dua ukuran 215 Liter 250 LiterPRODUCT SPECIFICATION Varian Model SK G220 G256 WHWarna Pintu WhiteHandle pintu elegantPintu Kaca Temperred Glass Pintu PCM P VCM V Pegangan PintuDinding HD High Density Ice TwisterCooling System Fan CoolingTegangan Frekuensi 220 240 V 50 HzMasukan Daya 118 WMasukan Daya Lampu LED 0 75 WKapasitas Total 215L 250LKapasitas Freezer 58L 66LKapasitas Kulkas 157L 184LBerat 37 47 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_6c6aa0ec-4b7d-4725-892b-f53a9297b251_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Sanken SK-G221H MR/BK-215Ltr-Hemat Listrik-Glassdoor-NewModel","2546142","2879000"," FROZEN Lebih Hemat 30 DIAMOND temperad GLASS door handle High Density PU Insulation Bigges colling evaporator Big Capacity Crisper Drawer Kapasitas 215L Dimensi W550xD590xH1452 mm Daya 135Watt Garansi 5 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_bef2f3d1-5586-444a-bd5b-247b43826cd8_720_1199.jpg","Kulkas & Cooler Box "
"Kulkas Sanken SK-G220 MR/BK-215Ltr-NewModel-Hemat listrik 30%-Glasdoor","2546142","2789000"," FROZEN Lebih Hemat 30 DIAMOND temperad GLASS door handle High Density PU Insulation Bigges colling evaporator Big Capacity Crisper Drawer Kapasitas 215L Dimensi W550xD590xH1452 mm Daya 135Watt Garansi 5 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_c45711a4-02ce-4693-8c55-67f7c8464bd3_720_1199.jpg","Rumah Tangga Lainnya "
"Kulkas Sanken SK-G255BK-250Ltr-GlassDoor-Loowwat-Newmodel","2546142","3349000"," Sanken Lemari Es Frozen Series kini hadir melengkapi kebutuhan rumah Anda dengan Diamond Tempered Glass Memperkenalkan desain kaca yang kokoh bermotif Butterfly Hummingbird dan Flower memberikan nuansa mewah elegan dan modern mempercantik ruang dapur Anda Kami menyebutnya Si Cantik yang Dingin Teknologi Dinding HD yang tebal dan padat dilengkapi dengan karet pintu berkualitas menjadikan Lemari Es Sanken meraih skor rata rata Running Ratio 36 Artinya lemari es Sanken lebih cepat dinginnya suhu dan kesegaran makanan lebih stabil dan terjaga kompressor bekerja lebih singkat dan paling hemat energi Tersedia dengan dua ukuran 215 Liter 250 LiterPRODUCT SPECIFICATION Varian Model SK G220 G255 BKWarna Pintu BlackPintu Kaca Temperred Glass Pintu PCM P VCM V Pegangan PintuDinding HD High Density Ice TwisterCooling System Fan CoolingTegangan Frekuensi 220 240 V 50 HzMasukan Daya 118 WMasukan Daya Lampu LED 0 75 WKapasitas Total 215L 250LKapasitas Freezer 58L 66LKapasitas Kulkas 157L 184LBerat 37 47 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_26238b41-06d4-4cf6-8bc0-859e79719e48_720_1199.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRO-18LTR-180Ltr-Belleza2-Newmodel","2546142","1829000"," Specification Door Single Door Refrigerator Net Capacity Liter 180 Liter Handle Type Handle Available Color Maroon Violet Cyan Green Product Color Maroon Ice Twist Tray Yes Egg Pocket Yes Voltage Input 180 220 V 50Hz Power Consumption Watt 80 Watt Dimension Product mm 513x542x1217 MM Product Weight Kg 36 5 Kg No Frost No Tempered glass rack Yes Jumbo freezer compartment Yes 4D Quick Freezing No Adjustable Rack Yes Perfect Door Sealed Yes ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_e9149dd8-8791-4bbc-919e-a3fdc6dbce73_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRO-18BGRIN-180Ltr-Glassdoor","2546142","1819000"," spesifikasi Kulkas Polytron BELLEZA Pintu temperad GLASS Rak temperad GLASS Ice Twister Big Freezer Kapasitas besar Daya 70watt Kapasitas 180L Garansi Kompresor 5Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_1d3cf175-909d-4029-8b3f-322112a4350a_634_1182.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRO-16BGRIN-160Ltr-Glassdoor","2546142","1629000"," FEATURE PRO 16BG 160LT PINTU KACA TEMPERED GLASS10X LEBIH KUATKAPAAITAS 160LITERDIMENSI 50x50x110CMRAK MAMPU MENAHAN BEBAN HINGGA 160KGANTI KARAT DAN KOROSILOW WATT 65 WTBORDERLESS GLASS DOORBIG FREZEERTYPE HANDLE ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_bd62548e-6828-470f-8a2b-b5a45e331aa4_634_1182.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRO-15AGR-150Ltr-Glassdoor","2546142","1529000"," Polytron PRO 15AGRKulkas Red 1 Pintu 150 L Polytron PRG 15AGR hadir dengan desain elegan dan 1 pintu tempered glass sehingga dapat mempercantik dapur Anda Kulkas ini dilengkapi dengan fitur quick cooling serta memiliki kapasitas total 150 L dan mengkonsumsi daya 65 W Fitur Produk Desain elegan Jumlah Pintu 1 pintu tempered glass Fitur Quick cooling Kapasitas Total 150 L Konsumsi Daya 65 W ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_780d8bed-3260-4745-89d9-625d747a4991_700_589.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRO-15KTR-150Ltr-Cocok untuk anak kost","2546142","1539000"," Polytron PRG 15KTR Kulkas Red 1 Pintu 150 L Polytron PRG 15KTR hadir dengan desain elegan dan 1 pintu tempered glass sehingga dapat mempercantik dapur Anda Kulkas ini dilengkapi dengan fitur quick cooling serta memiliki kapasitas total 150 L dan mengkonsumsi daya 65 W Fitur Produk Desain elegan Jumlah Pintu 1 pintu tempered glass Fitur Quick cooling Kapasitas Total 150 L Konsumsi Daya 65 W ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/213603876/213603876_fa00066f-4110-4328-ac2e-9e0049aea3c8_459_816.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRM-21BGR-210Ltr-Belleza-Glassdoor","2546142","2619000"," SpecificationMerk PolytronTipe Kulkas Kulkas 2 PintuGross Capacity Liter 178 Net Capacity Liter 163Handle Type YesProduct Color Red Violet Ice Twist Tray YesShelf 2Chiller 1Chrisper 1Egg Pocket 1Bottle Pocket 2Adjustable Foot YesPower Consumption Watt 160Refrigerant R134ADimension Product mm 530 x 528 x 1395Dimension Packaging mm 620 x 708 x 1467Product Weight Kg 41Stuffing 40FT HC units 57FeaturesTempered Glass DoorInterior Light YesLow Energy Consumption Yes ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_46b83f4b-cc68-48ca-bd1a-432688572b0c_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRM-28QX/QS-280Ltr-Belleza3-NewModelElegant","2546142","3249000"," Specification Net Capacity Liter 280 Liter Voltage Input 220v 50hz Power Input Watt 110 Watt Refrigerant R600a Dimension Product mm 568x602x1580 mm Product Weight Kg 43 Kg Recess Handle Yes Detachable Ice Twist And Shelf Yes Big Capacity Freezer Yes High Quality Material Yes Smart Cooling System Yes 360 Multiflow Yes Multi Purpose Pocket Yes New Tempered Glass Shelf Yes Tempered glass door Yes Edge Led Lighting Yes Photocatalytic Deodorizer Yes Easy Slide Crisper Yes Humidity Control Crisper Yes 4D Quick Freezing Yes New Zen Design Yes Perfect Door Sealed Yes Adjustable Rack Yes Warranty Compressor 10 Years Category Double Doors Capacity 210 300 L Series Belleza 3 Handle Type Non Handle ","1","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_38796669-b022-497f-9db5-5b5483229405_338_600.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRM-21QV-210Ltr-Belleza 3-Garansi 10 Tahun","2546142","2849000"," Kulkas 2 PintuKapasitas 210 LSmart Cooling System sistem pengaturan temperatur lebih canggih karena menggunakan kontrol elektronikMenggunakan Refrigerant R600a yang ramah lingkunganGARANSI RESMI KOMPRESOR 10 THN DAN SPAREPART 1 THN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_700a00ff-52a6-496e-a733-8978c6d3ac48_700_410.jpg","Kulkas & Cooler Box "
"Kulkas Polytron PRM-21STR-210Ltr-Belleza 2-Glassdoor","2546142","2639000"," Detail Color red Net capacity 210 300 Liter Power consumption 140 watt Product size 54 6 x 59 x 141 cm Weight 41 5 kg Voltage 220 volt 50 Hz Refrigerant R 134a Series Belleza 2 Features ice twist tray egg pocket no frost LED lighting tempered glass rack tempered glass door jumbo freezer compartment 4D quick freezing adjustable rack perfect door sealed ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_deb90e20-58a9-4d50-8333-b7c8a5d1c9ca_700_700.jpg","Kulkas & Cooler Box "
"Kulkas LG Smart inverter GN-B200SQBB-222Ltr-New model","2546142","3449000"," DETAIL Kaps 222 Liter Kulkas 2 pintu no frost Smart Inverter Garansi SEIN 10 tahun kompressor Daya Listrik 140 watt Dimensi pxlxt 58 x 55 x 152 cm Berat barang 50 kg Warna Dark Graphite Steel Rak Pull Out Tray Tempered Glass Tray Tidak Twist ice utk cetakan Es ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_c954ea27-d4bc-489e-9bda-63efd21ec16f_700_461.jpg","Kulkas & Cooler Box "
"Kulkas LG Smart inverter GN-B185SQBB-205Ltr-NewModel","2546142","3099000"," Specification Capacity 205 literWarna SilverType French doorDoors 2Power consumption 145 wattDimension L x W x H cm 60x70x160Warranty Service sparepart 1 year Compressor 10 years ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_4158996a-c34e-441a-a397-9b05b80b9de5_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Samsung RT-38K5032S8- 397Ltr-TwinColling-Digital inverter","2546142","5799000"," SPESIFIKASI Capacity Net Total Liter 384 Net for Freezer Liter 89 Net for Refrigerator Liter 295 Gross Total Liter 397 Gross for Freezer Liter 101 Gross for Refrigerator Liter 296 Spesifikasi Fisik Net Width mm 675 mm Net Case Height with Hinge mm 1785 mm Net Depth with Door Handle mm 668 mm Net Depth without Door Handle mm 668 mm Net Depth without Door mm 581 mm Packing Width mm 706 mm Packing Height mm 1840 mm Packing Depth mm 692 mm Net Weight kg 69 kg Packing Weight kg 75 kg 20 40 40H Container 24 51 70 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_9ca4a990-02ad-4987-b526-e52206e41dde_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Samsung RT-22FARBDSA-225Ltr-Digital inverter","2546142","4399000"," DETAIL Kulkas 2 Pintu wrn Snow White No Frost Tanpa Bunga Es Kapasitas 225 L Silver Plus Deodorizer Digital Inverter Twist Ice maker Coolpack menjaga pendinginan hingga 9 Jam apabila Listrik Mati Moistfresh Zone menjaga sayuran buah buahan dan daging segar Garansi Resmi 10 Kompressor ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_e1ef6b5d-2496-4422-a7ce-876faa3fb913_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Samsung RT-29K5032T/SE -321Ltr-Digital Inverter-NewModel","2546142","4899000"," spesifikasi memiliki 2 sistem pendingin terpisah sehingga menjaga makanan segar 2x lebih lama tetap dingin hingga 12 jam meski listrik padam tidak bising awet dan hemat energi net total 321 liter net weight 59 kg net width 600 mm net dept with door 672 mm twin cooling pack shelf material tempered glass no frost multi flow egg container fresh room interior LED big guard refrigerant R 600a ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_afb9aac0-5380-48da-a53b-00db5dda21f7_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Samsung RT-25M1348S8-255Ltr-Digital Inverter -Handle door","2546142","4719000"," TSpecifications Capacity 255 Liter Elegant Inox Color Twist Ice Cool pack cold hold 12 hours when no power supply Digital Inverter Power Save Deodorizer Anti odor Bar Handle Dimension WxHxD 555 x 1635 x 688 mm ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_7597f8eb-5239-418a-bdb7-2b5201a18b90_346_508.jpg","Kulkas & Cooler Box "
"Kulkas Samsung RT-19M300BGS-203Ltr-Digital Inverter-Hemat Listrik","2546142","3499000"," Kapasitas total 203 Liter Kapasitas kulkas 150 Liter Kapasitas freezer 53 Liter Dimensi 555 x 1465 x 637 mm Berat 54 kg No frost Multi flow ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_0057b699-941b-4913-ae53-eef22b6e3d90_438_313.jpg","Kulkas & Cooler Box "
"Kulkas Panasonic NR-BB209N-151Ltr-Newmodel-","2546142","1969000"," Lemari es Panasonic dengan teknologi Fresh Clean mampu menjaga bahan makanan tetap bersih dan sehat serta dapat menjaga bagian dalam lemari es tetap bersih serta juga hemat listrikSpesifikasi Kapasitas 151LDaya 80 wattManual defrost Twin jumboDRC compressorCrack free door interiorTempered glass trayDimensi 527x529x1202mm ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_522a08ea-875d-4db0-8022-bfae624cb32f_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Panasonic NR-269NS1-223Ltr-","2546142","2669000"," Spesifikasi KAPASITAS 223 LTR NR 269N SS DAYA LISTRIK 97 WATT AG CLEAN AOTOMATIC DEFROST SYSTEM ECO COMPRESSOR LED LIGTHING TWIST JUMBO TEMPERED GLASS COLOR SILVER DIMENSI 527 X 587 X 1445 CM ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_e72338a7-5f25-4554-b496-193a987fa13c_346_413.jpg","Kulkas & Cooler Box "
"Kulkas Panasonic NR-B229N S1-208Ltr-Lowwat","2546142","2599000"," Spesifikasi KAPASITAS 208 LTR NR B229N SS DAYA LISTRIK 97 WATT AG CLEAN AOTOMATIC DEFROST SYSTEM ECO COMPRESSOR LED LIGTHING TWIST JUMBO TEMPERED GLASS COLOR SILVER DIMENSI 527 X 587 X 1385 CM ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_c38629af-38f6-4a02-a4c2-252fe78c4f0d_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Panasonic NR-B269S-233Ltr-GlassDoor-NewModel","2546142","3049000"," Spesifikasi Ag CleanEco CompressorLED LightingIce twisterHemat EnergiTempered Glass TrayGlass DoorTwin JumboDaya 97 WattUkuran L x W x H cm 53 x 59 x 146 cmGaransi produk Garansi Sparepart Service 1 TahunGaransi Kompressor 5 TahunKulkas persembahan dari Panasonic ini sangat cocok untuk Anda miliki Dengan kapasitasnya yang besar Anda dapat menyimpan lebih banyak sayur buah kue dan persediaan makanan lainnya Kulkas ini juga mendinginkan lebih cepat sehingga dapat selalu menjaga kesegaran makanan Anda Didesain oleh para ahli yang handal dibidangnya menjadikan kulkas ini sangat menawan interior ruangan Anda akan semakin menarik Tidak hanya itu kulkas ini juga hemat listrik hingga 26 dengan teknologi semi inverter Anda tidak perlu ragu lagi untuk segera memiliki kulkas yang sangat laris manis di pasaran ini Pintu Kulkas dari Kaca yang kuat dan anti gores menjaga keindahan serta mudah dibersihkan kapasitas Freezer hingga 53 Liter dan 17 Liter untuk tempat sayuran dan Tempered Glass Tray yang dapat menahan beban hingga 170 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_1fd9f7ba-8911-4e7a-b298-9882419cc222_540_528.jpg","Kulkas & Cooler Box "
"Kulkas Panasonic NR-B229S-208Ltr-GlassDoor-Lowwat","2546142","2899000"," Kulkas persembahan dari Panasonic ini sangat cocok untuk Anda miliki Dengan kapasitasnya yang besar Anda dapat menyimpan lebih banyak sayur buahkue dan persediaan makanan lainnya Kulkas ini juga mendinginkan lebih cepat sehingga dapat selalu menjaga kesegaran makanan Anda Didesain olehparaahli yang handal dibidangnya menjadikan kulkas ini sangat menawan interior ruangan Anda akan semakin menarik Tidak hanya itu kulkas ini juga hemat listrik hingga 26 dengan teknologi semi inverter Anda tidak perlu ragu lagi untuk segera memiliki kulkas yang sangat laris manis di pasaran ini Pintu Kulkas dari Kaca yang kuat dan anti gores menjaga keindahan serta mudah dibersihkan kapasitas Freezer hingga 53 Liter dan 17 Liter untuk tempat sayuran dan Tempered Glass Tray yang dapat menahan beban hingga 170 Kg SPESIFIKASIHemat EnergiTempered Glass TrayGlass DoorTwin Jumbo Ice TwistDaya 97 WattCapacity 208Tipe Lemari Es Freezer on topDoor style Number of doors 2Model NRB229SFungsi Tanpa Beku YesUkuran L x W x H cm 53 x 59 x 139Berat kg 67 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_401ea35a-e814-488c-afdf-9b0df142c9e0_540_528.jpg","Kulkas & Cooler Box "
"Kulkas Panasonic Inverter Econavi NR-BB278BG-K-GlassDoor-NewModel","2546142","4769000"," ECONAVI Inverter Hemat Energi menghemat konsumsi energi dan biaya Ag Clean Meat Box Menyimpan bahan makanan segar dengan tingkat higienis yang tinggi Ag Clean Filter Filter dengan properti anti bakterial Spesifikasi Volume Gross 266L Net 250L Dimensi External W555 x D624 x H1 636 mm Dimensi Kabinet W550 x D525 x H1 560 mm Voltage 220 V Frekuensi 50 Hz Input Power 85 watt Warna Kabinet PCM Carbon Black Emboss Warna Pintu PCM Silver Refrigerant CH2FCF3 R134a Berat 51 kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_6fa65bbc-6e2e-4873-b795-17cb8e1db11a_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Sharp Shine SJ-246XG MS/MR-205ltr-Newmodel-GlassDoor","2546142","3039000"," KULKAS SHARP 2 PINTUMS SILVER MR RED Saat Order Tuliskan WarnaMODEL SJ 246 XG MS MRFITUR PRODUK New Borderless Glass DoorFan Cooling SystemExtra Big FreezerBig Fresh RoomTempered Glass TrayLED LampIce TwistBig CrisperLow Wattage and VoltageNew Borderless Tempered GlassDesign pintu kaca tempered tanpa border kuat dan anti karat dengan tambahan ornamen matrix yang memberikan keindahan desain minimalis modern yang sesuai dengan interior rumah Anda Tempered Glass TrayTempered Glass Tray dapat menahan beban lebih banyak sehingga dapat dimanfaat secara maksimal Tegangan RendahHemat energi hemat biaya dan dapat beroperasi saat tegangan rendah 130V 240V 7 PerlindunganDilengkapi dengan 7 perlindungan yang ketat dengan kualitas standart Jepang untuk perlindungan lemari es Anda Body Color Matrix Red and Matrix SilverCooling System Fan Cooling SystemRefrigerant NON CFC HFC 134aDefrosting AutomaticCAPACITYCapacity Gross Netto 205 Liter 187 LiterRefrigerator Gross Netto 137 Liter 132 LiterFreezer Gross Netto 68 Liter 55 LiterPOWERSource 220 240 VoltConsumption 100 WattDIMENSION W X H X D Width 562 mmHeight 1376 mmDepth 560 mmNET WEIGHTWeight nett 37 kgGaransi Resmi SHARP ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_1dcc5138-2782-4785-84d4-2696af59bf21_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Sharp Shine SJ-326XG MR/MS-256L-GlassDoor-NewModel","2546142","3789000"," New Borderless Tempered GlassDesign pintu kaca tempered tanpa border kuat dan anti karat dengan tambahan ornamen matrix yang memberikan keindahan desain minimalis modern yang sesuai dengan interior rumah Anda Tempered Glass TrayTempered Glass Tray dapat menahan beban lebih banyak sehingga dapat dimanfaat secara maksimal Tegangan RendahHemat energi hemat biaya dan dapat beroperasi saat tegangan rendah 130V 240V 7 PerlindunganDilengkapi dengan 7 perlindungan yang ketat dengan kualitas standart Jepang untuk perlindungan lemari es Anda FITUR New Borderless Glass Door Fan Cooling System Extra Big Freezer Big Fresh Room Tempered Glass Tray LED Lamp Ice Twist Big Crisper Low Wattage and Voltage Spesifikasi Support FEATURES Body Color Matrix Red and Matrix Silver Cooling System Fan Cooling System Refrigerant NON CFC HFC 134a Defrosting Automatic CAPACITY Capacity Gross Netto 256 Liter 237 Liter Refrigerator Gross Netto 188 Liter 182 Liter Freezer Gross Netto 68 Liter 55 Liter POWER Source 220 240 Volt Consumption 100 Watt DIMENSION W X H X D Width 562 mm Height 1626 mm Depth 560 mm NET WEIGHT Weight nett 42 kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_10756251-666e-452e-b2ab-2a4b8c7f004d_700_700.jpg","Kulkas & Cooler Box "
"Kulkas Sharp Kirei II SJ-316ND FP/FW/FB-272Ltr-NewModel-NanoDeodorizer","2546142","3249000"," Deskripsi Singkat Design terbaru dengan tambahan ornamen bunga yang menonjol memberikan nilai estetika yang lebih tinggi di rumah Dilengkapi dengan Freezer yang ekstra besar Kapasitasnya yang sangat luas mampu mengakomodasi semua kebutuhan penyimpanan yang anda butuhkan untuk kegiatan di dapur Anda Rak kaca dengan ketahanan dan tampilan yang lebih baik dibandingkan rak plastik biasa Lampu LED memberikan pencahayaan yang lebih baik tahan lama dan hemar energi Spesifikasi Singkat Kapasitas 272 L Watt 100 Watt Size Item w Dus 545x588x1420 mm Berat 47 Kg Garansi Resmi 5 Tahun Kompresor ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/29/0/0_3907088a-801b-4f6d-993c-127916290945_700_485.jpg","Kulkas & Cooler Box "
