"title","idshop","price","detail","berat","gambar","category"
"Mesin Cuci  ELECTROLUX EWT-854XW-8.5KG","2546142","3499000"," Mesin Cuci Electrolux Top Loading EWT 854 XWGARANSI RESMI ELECTROLUX 1 TAHUNKEY BENEFIT Power Boost DriveRendaman yang terkonsentrasi dikombinasikan dengan Power Boost drive memberikan pencucuian yang luar biasa bahkan pada pakaian paling kotor Pembersihan TabungMembersihkan tabung tanpa kesulitan untuk cucian lebih higienis Menahan MembilasMembilas Menguras Memutar kapanpun Anda mau dengan lipatan yang kurang Miiliki kebebasan untuk menjaga air bilasan terakhir Anda 3D WaterfallDengan fitur ini pakaian mendapatkan sirkulasi yang lebih baik selama proses pencucian membantu menghilangkan noda yang lebih sekalipun Delay StartMenunda proses pencucian hingga 18 jam Power MemoryKembali ke status terakhir dari terakhir dipakai Tinggi produk 950Tinggi produk bila sudah dikemas 1025Lebar produk 580Lebar produk bila sudah dikemas 630Kedalaman produk 600Kedalaman produk bila sudah dikemas 665Kapasitas Kg 8 5Warna utama produk PutihFrekuensi Hz 50HzVoltase V 230Jenis perangkat kendali ElektronikOpsi penundaan start DelayJenis pemuatan TopProgram program otomatis YesJenis konstruksi Free standingFeet Adj Front Ya DepanKecepatan putar maksimum rpm 850Daftar program Regular Heavy Duty Delicate Quick Wash Wash Rinse SpinOpsi operasional tambahan Boost Tub Clean Rinse Hold Eco Wash ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_e8d282fe-7fb0-4e5b-9a15-5eb613f955f2_700_700.jpg","Laundry Lainnya "
"Mesin Cuci ELECTROLUX EWT-754XW-7.5KG","2546142","3149000"," FEATURE EWT 754XW 7 5KGKategori Mesin Cuci Top LoadingJumlah Tabung 1 TabungDaya Listrik Watt 550 WattDimensi l x w x h 56 x 57 x 95 cmBerat 20 KgGaransi Produk 1 TahunVoltase 220 VHertz 50 Hz ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_20486aa8-e588-40be-a145-d70dfb5c9b09_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Polytron Belleza PAW-8070-8KG","2546142","1519000"," FEATURE PWM 8070 8KG TWIN TUB CRITALLINE GLASS DOOR BIGGER CAPACITY BIG SAMBA PULSATOR MAGIC GIR MAGIC STICK MAGIC BALL 15 ENERGY SAVING RUST FREE WATER SELECTORGARANSI 1 TAHUN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_ba933f25-a9b1-485f-821b-c8114b7c5f3d_500_619.jpg","Laundry Lainnya "
"Mesin Cuci Polytron belleza PAW-9513M-9.5KG","2546142","2699000"," PAW 9513 Specification Type Single Tube Auto Washing Capacity Kg 9 5 KG Color Black Maroon Silver Function Knob Rotary Control Spin Speed 900 RPM LED Display Yes Washing Program Normal Quick Jeans Silk Batik Babyware Blanket Superclean Zeropressure Technology Yes Big Pulsator Yes Waterfall Yes Smart Fuzzy Logic Yes Wash Power Input 330 watt Anti Rust Yes Child Lock System Yes Stainless Steel Big Drum Yes Auto Power Off Yes Delay Program Yes Product Dimension WxLxH mm 540 x 552 x 870 mm Net Weight Kg 29 5 KG Material Drum STAINLESS STEEL Material Body Coated Metal Power Source AC 220V 50Hz Centrifugal Softening System Yes Electrolyte Anti Bacteria Yes Soak Yes Tub Cleaning Yes Air Dryer YesGARANSI 1 TAHUN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_eda87f5c-daa2-4f6f-96c9-74fd62fb4e76_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Polytron belleza PAW-8513N-8.5KG","2546142","2619000"," Memperkenalkan Mesin Cuci Polytron dengan Teknologi Zeropressure teknologi otomatis terbaru yang mampu mencuci walau dengan tekanan air yang kecil sekalipunDengan fitur yang pintar dan baru mampu mengatur secara otomatis proses penimbangan beban cucian penentuan tingkat kebutuhan air pencucian pembilasan hingga pengeringan dalam 1 tombolType Single Tube Auto Washing Capacity 8 5 Kg Color Black Maroon Silver Function Knob Rotary Control Spin Speed 900 RPM Wash Power Input 330 watt Material Drum STAINLESS STEEL Material Body Coated Metal Dimension WxLxH 54 x 55 x 87 cm Net Weight 29 5 Kg LED Display Washing Program Normal Quick Jeans Silk Batik Babyware Blanket Superclean Zeropressure Technology Big Pulsator Waterfall Smart Fuzzy Logic Anti Rust Child Lock System Stainless Steel Big Drum Auto Power Off Delay Program Centrifugal Softening ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_80e1cbb1-b389-41d6-8810-78d4455e4b9d_700_525.jpg","Laundry Lainnya "
"Mesin Cuci Polytron belleza PAW-7513M-7.5KG","2546142","2519000"," Type Automatic Top Loading Washing Capacity Kg 9 5 Kg Function Knob Rotary Control Spin Speed 900 Rpm LED Display Yes Washing Program Normal Quick Jeans Sutera Batik Blanket Baby Wear Super Clean Air Dry Zeropressure Technology Yes Big Pulsator Yes Waterfall Yes Smart Fuzzy Logic Fuzzy Logic Control Anti Rust Rust Free Child Lock System Yes Product Dimension WxLxH mm 590 x 642 x 951 mm Gross Weight Kg 41 Kg Wash Balancer Auto Wash Balancer Delay Start Yes 1 24 Hours Error Alarm Yes Material Drum Stell Material Body Coated Metal Power Input 380 WattGARANSI RESMI POLYTRON ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_7713d5de-75f3-46db-a6b8-44f6b3b675bc_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Polytron zeromatic PAW-9512M-9.5KG","2546142","2549000"," Type Automatic Top Loading Washing Capacity Kg 9 5 Kg Function Knob Rotary Control Spin Speed 900 Rpm LED Display Yes Washing Program Normal Quick Jeans Sutera Batik Blanket Baby Wear Super Clean Air Dry Zeropressure Technology Yes Big Pulsator Yes Waterfall Yes Smart Fuzzy Logic Fuzzy Logic Control Anti Rust Rust Free Child Lock System Yes Product Dimension WxLxH mm 590 x 642 x 951 mm Gross Weight Kg 41 Kg Wash Balancer Auto Wash Balancer Delay Start Yes 1 24 Hours Error Alarm Yes Material Drum Stell Material Body Coated Metal Power Input 380 WattGARANSI RESMI POLYTRON ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_de61d660-ecec-4221-bdb5-dab9baae7518_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Polytron zeromatic PAW-8512M-8.5KG","2546142","2349000"," POLYTRON PAW 8512 8 5 KG ZEROMATICSpecification Type Full Automatic Wash Washing Capacity Kg 8 5 Kg Color Maroon Function Knob Rotary Control Spin Speed 900 Rpm LED Display Yes Washing Program Normal Quick Jeans Sutera Batik Blanket Baby Wear Super Clean Air Dry Zeropressure Technology Yes Big Pulsator Yes Waterfall Yes Smart Fuzzy Logic Fuzzy Logic Control Voltage Input 220 Volt 50 Hz Anti Rust Rust Free Child Lock System Yes Product Dimension WxLxH mm 540 x 552 x 920 mm Net Weight Kg 30 7 Kg Packing Dimension WxLxH mm 585 x 595 x 980 mm Gross Weight Kg 32 7 Kg Wash Balancer Auto Wash Balancer Delay Start Yes 1 24 Hours Error Alarm Yes Material Drum Stell Material Body Coated Metal New Feature Centrifugal Softening System Easy Start Yes Power Input 330 Watt ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_2d72451f-d42c-4a3b-b707-cbbce05c1ff5_335_370.jpg","Laundry Lainnya "
"Mesin Cuci Polytron zeromatic PAW-7512-7.5KG","2546142","2299000"," POLYTRON PAW 7512 ZEROMATICSpecification Type Full Automatic Wash Washing Capacity Kg 7 5 Kg Color Maroon Function Knob Rotary Control Spin Speed 800 Rpm LED Display Yes Washing Program Normal Quick Jeans Sutera Batik Blanket Baby Wear Super Clean Air Dry Zeropressure Technology Yes Big Pulsator Yes Waterfall Yes Smart Fuzzy Logic Fuzzy Logic Control Voltage Input 220 Volt 50 Hz Anti Rust Rust Free Child Lock System Yes Product Dimension WxLxH mm 540 x 552 x 870 mm Net Weight Kg 29 5 Kg Packing Dimension WxLxH mm 585 x 595 x 930 mm Gross Weight Kg 31 5 Kg Wash Balancer Auto Wash Balancer Delay Start Yes 1 24 Hours Error Alarm Yes Material Drum Stell Material Body Coated Metal New Feature Centrifugal Softening System Easy Start Yes Power Input 330 Watt ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_525ffdee-1b61-4c8b-b03d-18256392ebca_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Polytron zeromatic PAW-9511WB-9.5KG","2546142","2449000"," Specification Type Automatic Top LoadingWashing Capacity Kg 9 5 KgColor Black Maroon SilverFunction Knob PushSpin Speed 900 RPMLED Display YesWashing Program Normal Quick Jeans Sutera Batik Blanket Baby Wear Super Clean Air DryZeropressure Technology YesBig Pulsator YesWaterfall YesSmart Fuzzy Logic Yes 220 Volt 50 HzAnti Rust Rust FreeChild Lock System YesProduct Dimension WxLxH mm 590 x 642 x 951 mmNet Weight Kg 38 KgPacking Dimension WxLxH mm 640 x 660 x 1010 mmGross Weight Kg 41 KgWash Balancer YesDelay Start Yes 1 24 Hours Error Alarm YesMaterial Drum STAINLESS STEELMaterial Body Coated MetalEasy to Operate YesPower Input 380 Watt ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_286bfc63-720f-4d95-b588-fc888abbdbf8_312_433.jpg","Laundry Lainnya "
"Mesin Cuci Polytron zeromatic PAW-8511WM-8.5KG","2546142","2299000"," Type full automatic wash Washing Capacity Kg 8 5 KG Color White Black Function Knob Push Spin Speed 900 RPM LED Display Yes Washing Program normal quick jeans sutera batik blanket baby wear super clean air dry Zeropressure Technology Yes Big Pulsator Yes Waterfall Yes Smart Fuzzy Logic Yes Wash Power Input 330 W Voltage Input 220 V 50 HZ Anti Rust Yes Child Lock System Yes Product Dimension WxLxH mm 540 x 552 x 920 mm Net Weight Kg 30 7 Packing Dimension WxLxH mm 585 x 595 x 980 mm Gross Weight Kg 32 7 Wash Balancer Yes Delay Start YES 1 24 hours Error Alarm Yes Material Drum Stainless steel Material Body Metal New Feature Centrifugal Softening System Easy Start Yes ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_c567ed7d-1a53-488e-b3c3-346ee79a91c9_312_433.jpg","Laundry Lainnya "
"Mesin Cuci Polytron zeromatic PAW-7511WM-7.5KG","2546142","2149000"," Zeropressure TechnologyTeknologi otomatis terbaru yang mampu mencuci walau dengan tekanan air yang kecil sekalipun Tekanan air di rumah Anda kecil Tak jadi masalah cuci baju jalan terus Easy StartFitur pintar yang mampu mengatur secara otomatis proses penimbangan beban cucian penentuan tingkat kebutuhan air pencucian pembilasan hingga pengeringan dalam 1 tombol image imageCentrifugal Softening SystemTeknologi khusus yang memisahkan pengeluaran deterjen dengan softener sehingga softener tidak akan bercampur dengan deterjen dan proses pembilasan menjadi lebih maksimal Dilengkapi dengan pipa kapiler dan gerakan setrifugal distribusi softener menjadi lebih merata ke seluruh pakaian Water Fall TechnologySistem distribusi air dari dinding mesin cuci dan tekanan yang lebih merata sehingga membantu proses pencucian dan pembilasan yang juga merata ke seluruh pakaian image imageExtra CapacityKapasitas mencuci Zeromatic 10 lebih besar Muatan cucian hingga 7 5 Kg High Speed Air Dryer SystemDengan kecepatan putaran hingga 800 RPM dan dilengkapi dengan Air Dryer System sistem pengeringan menjadi lebih maksimal dan cucian lebih kering hingga 70 image imageAuto Wash BalancerZeromatic menyesuaikan beban cucian dengan kebutuhan air yang optimal sehingga air dan listrik lebih hemat hingga 30 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_1209c617-3ba8-41dc-a945-e3df59e6dcc2_322_446.jpg","Laundry Lainnya "
"Mesin Cuci Polytron PWM-1401R-14KG","2546142","2169000"," Type TWIN TUB Washing Capacity Kg 14 Kg Spin Speed 1400 RPM Washing Program Gentle Program Big Pulsator Yes Spin Power Input 220 Watt Wash Power Input 480 Watt Wash Speed 125 RPM Voltage Input 220 Volt 50 Hz Magic Gear Yes Anti Rust Yes Product Dimension WxLxH mm 945 x 540 x 996 mm Net Weight Kg 28 Kg Packing Dimension WxLxH mm 990 x 570 x 1050 mm Gross Weight Kg 32 Kg Water Selector Yes Material Drum Plastic Material Body Plastic Energy Saving Yes GARANSI RESMI POLYTRON 1 THN ","2","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_425576b6-456e-468e-9814-7eec004ed014_540_513.jpg","Laundry Lainnya "
"Mesin Cuci Polytron Primadona PWM-9567CC-9.5KG","2546142","1550000"," Kategori Mesin Cuci Jumlah Tabung 2 TabungDaya 230 WattKapasitas 9 5 kgTipe Program OtomatisKecepatan Putar 1400 rpmFitur Besar Pulsator RegulerAnti KaratWater SelectorMaterial Drum PlastikMaterial Bodi PlastikKonsumsi daya Wash 230 Watt Spin 130 WattDaftar Program Gentle ProgramVoltase 220 Volt 50 HzDimensi 830 x 510 x 990 mmBerat 25 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_c188879f-86d1-4dcb-9a90-1c6de7db3113_516_387.jpg","Laundry Lainnya "
"Mesin Cuci Polytron primadona PWM-8556CC-8.5KG","2546142","1479000"," Specification Type Twin Tube Washing Capacity Kg 8 5 KG Color Available Full Cyan Full Green Red Blue Voltage Input 220 Volt 50 Hz Wash Power Input 230 Watt Wash Speed 130 RPM Spin Power Input 120 Watt Material Plastic Spin Speed 1 400 RPM Gross Weight Kg 26 9 Kg Net Weight Kg 23 Kg Product Dimension mm 830 x 510 x 940 mm Packing Dimension mm 866 x 540 x 990 mm ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_320b0679-927c-48e7-8d49-b004caeefecc_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Polytron primadona PWM-7556CC-7.5KG","2546142","1249000"," Type Twin Tube Washing Capacity Kg 7 5 KG Voltage Input 220 Volt 50 Hz Wash Power Input 230 Watt Wash Speed 130 RPM Spin Power Input 120 Watt Material Plastic Spin Speed 1 400 RPM ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_bce08328-a951-47cb-af47-9aa3534eb61b_300_386.jpg","Laundry Lainnya "
"Mesin Cuci Polytron primadona PWM-7056CC-7.5KG","2546142","1189000"," Barang baru dan bergaransi resmi POLYTRON Mesin Cuci 2 Tabung PWM 7056Polytron kembali menghadirkan mesin cuci untuk memudahkan pekerjaan rumah Anda Mesin cuci ini mampu membuat suara mesin lebih halus dan mesin cuci lebih tahan lama sehingga Anda dapat mencuci dengan tenang tanpa diganggu suara mesin yang berisik Pulsator Yang BesarDengan pulsator yang besar mampu menghasilkan air yang kuat sehingga hasil cucian lebih bersih dan tidak merusak serat pakaian Anda Anti Karat Dan Bebas KorosiBahan dari mesin cuci ini terbuat dari bahan plastik yang kokoh sehingga mesin cuci awet bebas dari karat dan bebas dari gangguan tikus Detail 2 tabung Voltase 220 Volt 50 Hz Berat 18 Kg Dimensi WxLxH mm 718x424x868 mm Konsumsi daya 198 Watt Kapasitas 7 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_8ef209df-2eb8-44e0-9f48-0459486da614_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Sanken TW-8700VL-7KG","2546142","1219000"," Mesin Cuci Sanken TW8700GR VL PKSanken TW8700 merupakan mesin cuci 2 tabung dengan kapasitas 7 kg Mesin cuci ini dilengkapi dengan fitur X Tor Technology yang mampu menghasilkan putaran arus yang kuat dan dinamis sehingga membuat pakaian lebih bersih dan tahan lama serta silver ion filter untuk membunuh kuman penyebab bau Mesin cuci ini memiliki konsumsi daya 250 W mencuci dan 107 mengeringkan Fitur Produk Jumlah Tabung 2 tabung Kapasitas 7 kg X Tor Technology yang mampu menghasilkan putaran arus yang kuat dan dinamis Silver ion filter untuk membunuh kuman penyebab bau Konsumsi Daya 250 W mencuci dan 107 mengeringkan ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_af454353-8093-4777-882d-281e9b733da9_700_700.jpg","Laundry Lainnya "
"Mesin Cuci LG inverter T2108VSAM-8KG","2546142","2919000"," BARANG BARU BERGARANSI RESMI MASIH SEGELPRODUCT T2108VSAMWASHING INNOVATIONCAPACITY 8KGTURBO DRUM WITH PUNCH 3SMART MOTIONSMART INVERTERENERGY SAVINGSIDE WATERFALLAUTO RESTART STANDBY POWER ZEROGARANSI 10THNSMART INNOVATIONGLASS DOORDIMENSION H x W x D 930x560x560 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_0b77c8b4-d659-4c31-bcd7-98539633bec8_700_1244.jpg","Laundry Lainnya "
"Mesin Cuci LG inverter T2175VSAM-7.5KG","2546142","2819000"," BARANG BARU BERGARANSI RESMI MASIH SEGELPRODUCT T2175VSAMWASHING INNOVATIONCAPACITY 7 5KGTURBO DRUM WITH PUNCH 3SMART MOTIONSMART INVERTERENERGY SAVINGSIDE WATERFALLAUTO RESTART STANDBY POWER ZEROGARANSI 10THNSMART INNOVATIONGLASS DOORDIMENSION H x W x D 910x540x540 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_0aadc4f9-6d42-41d0-9e3e-db8ba971e0d4_700_1244.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-1460R-14KG-Cocok Untuk Laundry","2546142","2669000"," Detail produk dari LG WP 1460R Mesin Cuci 2 Tabung 14 Kg Khusus Jabodetabek Super Strong Body DesignMembuat suara mesin lebih halus dan mesin cuci lebih tahan lamaBig PulsatorDengan pulsator yang besar mampu menghasilkan air yang kuat sehingga hasil cucian lebih bersih Anti KaratBody dan dasar mesin terbuat dari bahan plastik yang kokoh anti karat dan bebas korosi SKU LG639HAAA6NLPMANID 16115165Model WP 1460RUkuran L x W x H cm 88 x 53 x 102 cmBerat kg 80Kecepatan Putaran rpm 400Top Type Top LoadType of Washing Machine 2 TabungWarranty period 1 TahunWash Capacity kg 143 Programs Gentle Normal Strong Crystal PanelChrome KnobOverflow FilterPlastic BodySoak Function Increase Washing Performance Wind Jet DryTransparent WindowRotation FilterGARANSI 1TAHUN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_bab9922a-8936-4437-972a-1fa7e03ceaf2_634_405.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-905R-9KG-Transparan","2546142","2349000"," BARANG BARU DAN GARANSI RESMI SELAMA 1 TAHUNP905RHIDE CAPACITYWash Capacity kg 9HIDE GENERAL FEATURESColourTub materialDoorBody materialMotorLight GreyPlasticTransparent plastic doorPlasticNormal Belt Pulley HIDE DIMENSION WIDTH X HEIGHT X DEPTH MM Net805 x 975 x 475 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_d665e1b1-b0fc-4192-871e-586d96fe116a_700_700.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-850R-8.5KG-Roller jet pulsator","2546142","2269000"," Capacity 8 5 kgFeatures roller jet pulsator punch 3 wind jet dryColor light greySpesifikasi LG T P850R Mesin Cuci Dua Tabung 8 5kgApa yang ada di dalam kotak LG T P850R Mesin Cuci Dua Tabung 8kgKartu GaransiBuku PetunjukSelang AirFitur Umum SKU LG639HACFAPIANID 2846064Model WP 850RUkuran L x W x H cm 50 x 81 x 104Top Type Top LoadKapasitas Cuci 8 5kg GARANSI 1 TAHUN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_3041f3b4-520e-4ab4-9db9-48e86d83558e_450_370.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-800N-8KG","2546142","2149000"," Mesin cuci LG 800N Kapasitas 8kgProduk SKU P800NWarna PuithDaya Listrik Watt 350 WattDimensi l x w x h 97 x 47 x 80 cmBerat 30Garansi Produk 1 TahunGARANSI LG asli ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_1af0bf28-d164-4fbb-8a2f-7cd12fa9b434_450_370.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu(DAICHI) DIW-5219SHJ-12KG","2546142","1699000"," spesifikasi produk Mesin cuci Daimitsu Daichi kapasitas wash 12Kgspin 7 5kg pemakaian daya wash 400watt spin 150watt ukuran 845 x470 x960 Doble Layer design Glass material on top Warna Pink Green Garansi Motor 1Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_c7a84243-be01-4075-82dd-8579801fdf59_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu (DAICHI) DIW-1019SMA-10KG","2546142","1469000"," spesifikasi Produk Terbaru Mesin Cuci Daimitsu DAICHI Teknologi Japan Doble body Anti karat Tutup Temperad Glass Lebih kuat Kapasitas Wash 10KgSpin 5 Kg Daya Wash 370WattSpin 125Watt Tersedia Warna Merah silver Garansi 1 Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_51aa034d-164b-456f-be53-ab8fcb402476_700_393.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu (DAICHI) DIW-920SMP-9KG","2546142","1379000"," spesifikasi Produk Terbaru Mesin Cuci Daimitsu Daichi Doble body Anti karat Tutup Temperad Glass Lebih kuat Kapasitas Wash 9KgSpin 5 Kg Daya Wash 380WattSpin 115Watt Tersedia Warna Hijau biru Pink Garansi Motor 1Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_a784d389-caca-4aac-8968-4b90aebb1662_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu (DAICHI) DIW-820/819-8KG","2546142","1169000"," spesifikasi Produk Terbaru Mesin Cuci Daimitsu Daichi Teknologi Japan Anti karat Tutup Temperad Glass Lebih kuat Kapasitas Wash 8KgSpin 4 Kg Daya Wash 360WattSpin 105Watt Tersedia Warna Merah Pink biru Garansi Motor 1Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_6414acd4-cd70-4a4d-8597-59d5ecb126d9_352_342.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu(DAICHI) DIW-859SMP-8KG","2546142","1899000"," spesifikasi produk Full Automatic teknologi jepang tipe Drum Diamond Drum pintu tempered glass Panel Display Warna pink daya listrik 380 250w kapasitas 8kg kelas iklim T Berat 31kg Dimensi 530L x 550P x 945mm Garansi Resmi 1 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_a89607d8-4df9-438d-ba12-943d965536b1_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu(DAICHI) DIW-958SMA-9KG","2546142","2099000"," spesifikasi produk Full Automatic teknologi jepang tipe Drum Diamond Drum pintu tempered glass Panel Display Warna Red daya listrik 380 250w kapasitas 9kg kelas iklim T Berat 31kg Dimensi 530L x 550P x 965mm Garansi Resmi 1 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_89c41899-a669-4cee-b65e-115e639389a3_700_393.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo Platinum DW1309P-13KG","2546142","2599000"," spesifikasi Produk Terbaru Mesin Cuci Denpoo PLATINUM DIAMOND DRUM Doble body Anti karat Tutup Pengaman Anti koslet Tutup Temperad Glass Lebih kuat Kapasitas Wash 13KgSpin 9Kg Daya Wash 470WattSpin 176Watt Tersedia Warna Hitam Hijau Gold Pink Garansi Motor 3Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_fb5fc13b-d4b6-4aa6-8619-0e6a2be82b5a_700_449.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo Platinum DW-9893P-9.5KG-Temperad glass","2546142","2299000"," spesifikasi Produk Terbaru Mesin Cuci Denpoo Platinum Diamond Drum Doble body Anti karat Tutup Pengaman Anti koslet Tutup Temperad Glass Lebih kuat Kapasitas Wash 9 5KgSpin 5 Kg Daya Wash 400WattSpin 145Watt Tersedia Warna Merah Hijau Kuning Pink Garansi Motor 3Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_44e7c8d1-c757-4e15-86e2-a1c423bf3782_700_772.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-9893K-9.5KG-Temperad glass","2546142","1929000"," spesifikasi Produk Terbaru Mesin Cuci Denpoo Doble body Anti karat Tutup Pengaman Anti koslet Tutup Temperad Glass Lebih kuat Kapasitas Wash 9 5KgSpin 5 Kg Daya Wash 400WattSpin 145Watt Tersedia Warna Hitam Hijau Gold Pink Garansi Motor 3Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_72e32028-2fad-4bfd-9e9e-5953f04deab3_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-976-8.2KG-Temperad glass","2546142","1699000"," SPESIFIKASItipe DW 976tegangan 220Vkapasitas air 45Lkapasitas mencuci 8 2kgkapasitas pengering 7 0 kggransi 1 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_53e4065a-ba21-4ca2-9641-b5aabd207560_700_705.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-828SG-8KG-Penggilesan","2546142","1439000"," BARANG BARU BERGARANSI RESMIMASIH SEGELUNTUK PEMESANAN LUAR KOTA HARAP TANYAKAN ONGKIRNYA Anti Bacteria 2 Tabung Body fiber Kapasitas 8 Kg Power input 160 W Multipulsator Papan penggilasan 3 air mancur dan auto soak ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_b2948e51-5aba-4f53-beb3-db81e21f4e12_498_600.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-8308-8KG","2546142","1239000"," DenpooSpesifikasi Type DW 8308TAFType Washing Machine 2 TabungKapasitas Cuci 7 8 KgWarna Putih Merah MudaDaya 360 WattBody Fiber ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_0428d8b8-5358-4db4-a901-be912c84241d_700_466.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-898-8KG","2546142","1169000"," Denpoo DW 898 Mesin Cuci 2 Tabung 8 Kg merupakan mesin cuci 2 tabung berkapasitas 8 Kg Mesin cuci ini dilengkapi dengan pengering Mesin cuci ini didesain Super Strong Body yang membuat suara mesin lebih halus dan mesin cuci lebih tahan lama serta Anti Karat Body dan dasar mesin terbuat dari bahan plastik yang kokoh Spesifikasi Kapasitas 8 5 Kg Daya 220 V 50 Hz 570 Watt Wash Motor Power 400 Watt Spin Motor Power 170 Watt Wash Type Semi Automatic Rated Wash Spin Capacity Anti Karat dan Bebas Korosi Suara mesin yang halus dan tahan lama Anti Bacteria Auto Soak Super Quiet Wash Easy Low Twist Double Body 3 Jet Pulsator Pat proof base Motor Protector ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_1bc711c6-6d03-497a-9f94-62539a808616_700_700.jpg","Laundry Lainnya "
"PROMO DRYER DENPO DY-60MD MESIN PENGERING LAUNDRY","2546142","3800000"," DENPOO DRYER LOUNDRYMESIN PENGERING 100 MODEL DY 60 MDCylinder Capacity 7 KgFast Drying TimerLint FilterStainless Steel3 Option TemperaturFor HeatVoltage 220V 50HzDaya Listrik Watt 1 800Garansi Resmi DENPOO ","10","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_776a914d-928a-47ba-ac3f-1fcbfd7b8809_700_700.jpg","Laundry Lainnya "
